posting_id,date,country,city,industry,role_category,job_title,experience_level,work_mode,contract_type,language_requirement,salary_from,salary_to,skills_required,days_open
JP004422,2022-06-03,Germany,Frankfurt,Energy,Data Scientist,Quantitative Analyst,Mid (2-5yr),Remote,Permanent,German Required,59346,64641,Statistics|SQL|Machine Learning|Azure ML|Python,66
JP004423,2022-06-03,Germany,Dresden,E-Commerce,Data Scientist,ML Engineer,Mid (2-5yr),Hybrid,Permanent,German Required,59446,62236,Scikit-Learn|SQL|TensorFlow|Machine Learning,69
JP004424,2022-06-03,Germany,Munich,Media,Data Manager,Head of Data,Junior (0-2yr),Hybrid,Permanent,German Required,35371,35584,Leadership|Strategy|Power BI,52
JP004425,2022-06-03,Switzerland,Zurich,Manufacturing,BI Developer,BI Developer,Junior (0-2yr),Hybrid,Freelance,English OK,35476,42169,Excel|Looker|SAP BI|Power BI|DAX|SQL,85
JP004426,2022-06-03,Germany,Berlin,Healthcare,Data Manager,Data Manager,Mid (2-5yr),Hybrid,Permanent,German Required,60703,61978,Stakeholder Management|Excel|Leadership|Power BI|Strategy,73
JP004427,2022-06-03,Switzerland,Bern,Healthcare,Data Analyst,Data Analyst,Junior (0-2yr),On-site,Permanent,German Required,39177,47533,Python|Power BI|Confluence|SQL|SAP|Excel,67
JP004428,2022-06-03,Germany,Nuremberg,Media,BI Developer,Power BI Developer,Mid (2-5yr),Hybrid,Freelance,German Required,55516,67793,DAX|Power BI|Excel,90
JP004429,2022-06-03,Germany,Munich,Technology,Data Analyst,Junior Data Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,37137,38809,Excel|SAP|Tableau,9
JP004430,2022-06-03,Germany,Cologne,E-Commerce,Data Engineer,Data Engineer,Mid (2-5yr),Hybrid,Freelance,German Required,56703,68895,SQL|Python|Azure|Spark|Docker,55
JP004431,2022-06-03,Germany,Munich,Consulting,Data Engineer,Big Data Engineer,Senior (5+yr),Hybrid,Permanent,German Required,95066,99140,dbt|Azure|Databricks|Kafka|Spark,22
JP004432,2022-06-03,Germany,Munich,Automotive,Data Scientist,ML Engineer,Senior (5+yr),Remote,Fixed-term,English OK,88797,108625,Machine Learning|Python|TensorFlow,17
JP004433,2022-06-03,Germany,Nuremberg,E-Commerce,Data Analyst,Data Analyst,Senior (5+yr),Hybrid,Fixed-term,German Required,79149,110879,Python|Excel|Jira,35
JP004434,2022-06-03,Germany,Berlin,Logistics,Data Scientist,Quantitative Analyst,Senior (5+yr),Hybrid,Permanent,German Required,76145,100206,TensorFlow|Python|Machine Learning|Statistics|Azure ML|Scikit-Learn,22
JP004435,2022-06-03,Germany,Cologne,Energy,Data Scientist,Quantitative Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,53635,63231,R|TensorFlow|Python|Machine Learning,75
JP004436,2022-06-03,Austria,Linz,Healthcare,Data Manager,Chief Data Officer,Senior (5+yr),On-site,Permanent,German Required,75122,100678,Leadership|Stakeholder Management|Excel|Agile|Strategy|Power BI,49
JP004437,2022-06-03,Germany,Dresden,Finance & Banking,Data Scientist,Research Analyst,Senior (5+yr),On-site,Fixed-term,English OK,78022,111601,R|SQL|Machine Learning,33
JP004438,2022-06-03,Germany,Leipzig,E-Commerce,BI Developer,BI Developer,Junior (0-2yr),Hybrid,Permanent,German Required,40513,46756,Tableau|Looker|SAP BI|DAX|SSRS|Power BI,29
JP004439,2022-06-03,Germany,Cologne,E-Commerce,BI Developer,BI Developer,Junior (0-2yr),Remote,Permanent,English OK,35816,37666,Tableau|Excel|DAX|Looker,75
JP004440,2022-06-03,Switzerland,Zurich,Media,BI Developer,BI Consultant,Mid (2-5yr),Hybrid,Permanent,English OK,55460,58165,SQL|Power BI|Tableau|Looker|SAP BI,39
JP004441,2022-06-03,Germany,Cologne,Automotive,Data Analyst,Data Analyst,Mid (2-5yr),On-site,Freelance,German Required,57044,65485,SQL|Confluence|Jira|Python|Excel,49
JP004442,2022-06-03,Germany,Stuttgart,E-Commerce,Data Analyst,BI Analyst,Senior (5+yr),Hybrid,Freelance,German Required,87074,87743,Python|Excel|Tableau|SAP|Jira|Power BI,50
JP004443,2022-06-03,Switzerland,Basel,Energy,Data Analyst,BI Analyst,Mid (2-5yr),Hybrid,Fixed-term,English OK,52138,58153,Python|SAP|Tableau|Confluence,46
JP004444,2022-06-03,Germany,Nuremberg,Consulting,Data Analyst,BI Analyst,Junior (0-2yr),Remote,Permanent,German Required,38343,48204,Jira|Python|SAP|Excel,63
JP004445,2022-06-03,Germany,Berlin,Media,Data Engineer,Data Platform Engineer,Mid (2-5yr),Hybrid,Permanent,German Required,56727,70182,SQL|Airflow|dbt|Azure|Python|Spark,87
JP004446,2022-06-03,Germany,Berlin,Consulting,Data Engineer,Pipeline Engineer,Mid (2-5yr),On-site,Permanent,German Required,52487,65818,Databricks|Airflow|Spark|Azure|SQL|Python,72
JP004447,2022-06-03,Austria,Salzburg,Media,BI Developer,Power BI Developer,Junior (0-2yr),Hybrid,Permanent,German Required,32659,49611,DAX|SAP BI|Excel|Looker|Tableau,55
JP004448,2022-06-03,Germany,Dresden,Energy,Data Scientist,Data Scientist,Mid (2-5yr),Hybrid,Freelance,English OK,50906,56419,Scikit-Learn|Machine Learning|SQL|Azure ML,50
JP004449,2022-06-03,Germany,Leipzig,E-Commerce,Data Analyst,Reporting Analyst,Senior (5+yr),On-site,Permanent,German Required,83739,95879,SAP|Excel|Power BI|Python|Jira,33
JP004450,2022-06-03,Austria,Vienna,Energy,Data Scientist,Data Scientist,Senior (5+yr),Hybrid,Fixed-term,English OK,79969,105722,TensorFlow|SQL|R|Python,74
JP004451,2022-06-03,Germany,Nuremberg,Media,Data Engineer,Pipeline Engineer,Mid (2-5yr),Remote,Permanent,German Required,54742,66367,Python|Azure|Docker|SQL|Kafka|dbt,74
JP004452,2022-06-04,Germany,Munich,Media,Data Engineer,Pipeline Engineer,Mid (2-5yr),On-site,Permanent,English OK,62403,74843,Azure|Spark|dbt|Kafka,83
JP004453,2022-06-04,Germany,Nuremberg,Energy,Data Scientist,Quantitative Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,36044,38442,R|SQL|Machine Learning|TensorFlow,32
JP004454,2022-06-04,Switzerland,Geneva,Automotive,Data Engineer,Data Engineer,Junior (0-2yr),Hybrid,Permanent,German Required,37299,46452,Airflow|Docker|Spark|SQL|Azure|Databricks,55
JP004455,2022-06-04,Germany,Hamburg,Technology,Data Analyst,Data Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,38653,43145,Excel|Confluence|Python|Jira|SQL,24
JP004456,2022-06-04,Germany,Nuremberg,Consulting,BI Developer,BI Consultant,Mid (2-5yr),Hybrid,Fixed-term,German Required,51040,56076,Tableau|SQL|Looker,73
JP004457,2022-06-04,Austria,Graz,Healthcare,Data Analyst,Junior Data Analyst,Mid (2-5yr),Remote,Permanent,German Required,61800,64902,SQL|Tableau|Jira|Excel,54
JP004458,2022-06-04,Switzerland,Geneva,Manufacturing,Data Analyst,BI Analyst,Senior (5+yr),Hybrid,Fixed-term,German Required,95662,106092,Tableau|Excel|Jira|Power BI|SQL,65
JP004459,2022-06-04,Germany,Nuremberg,Finance & Banking,BI Developer,Tableau Developer,Senior (5+yr),Remote,Fixed-term,German Required,78199,95036,SQL|SAP BI|Looker|Power BI|DAX,29
JP004460,2022-06-04,Switzerland,Basel,Logistics,Data Analyst,Reporting Analyst,Senior (5+yr),Hybrid,Permanent,German Required,95855,104747,Tableau|Jira|SQL|SAP|Excel|Power BI,45
JP004461,2022-06-05,Austria,Linz,Technology,Data Analyst,Reporting Analyst,Mid (2-5yr),Hybrid,Freelance,German Required,57305,72786,Tableau|Power BI|Python,90
JP004462,2022-06-05,Austria,Vienna,Manufacturing,Data Analyst,Business Analyst,Senior (5+yr),Hybrid,Permanent,German Required,90089,99933,SAP|Power BI|Excel,54
JP004463,2022-06-05,Germany,Düsseldorf,Healthcare,Data Engineer,Big Data Engineer,Junior (0-2yr),Hybrid,Permanent,English OK,39458,48674,Python|SQL|Spark|Databricks|Docker,43
JP004464,2022-06-05,Switzerland,Lausanne,Manufacturing,BI Developer,Reporting Developer,Junior (0-2yr),Hybrid,Permanent,German Required,34674,38749,DAX|SSRS|Looker|Tableau|SAP BI|Excel,43
JP004465,2022-06-05,Germany,Düsseldorf,Manufacturing,Data Analyst,Data Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,35443,42241,Tableau|Jira|Power BI,42
JP004466,2022-06-05,Switzerland,Basel,Healthcare,Data Scientist,Data Scientist,Senior (5+yr),Hybrid,Freelance,English OK,78407,109195,Statistics|Scikit-Learn|SQL|R|Azure ML,63
JP004467,2022-06-06,Switzerland,Lausanne,E-Commerce,Data Scientist,Data Scientist,Senior (5+yr),Remote,Fixed-term,German Required,80798,91546,SQL|Azure ML|Machine Learning|Scikit-Learn,43
JP004468,2022-06-06,Germany,Cologne,Manufacturing,BI Developer,BI Developer,Senior (5+yr),On-site,Freelance,German Required,89299,97235,Tableau|Power BI|SAP BI|Looker,26
JP004469,2022-06-06,Germany,Nuremberg,E-Commerce,Data Manager,Analytics Manager,Senior (5+yr),Remote,Permanent,German Required,78083,116726,SQL|Stakeholder Management|Excel|Power BI|Strategy|Agile,70
JP004470,2022-06-06,Germany,Leipzig,Logistics,Data Manager,Chief Data Officer,Junior (0-2yr),On-site,Permanent,English OK,33608,47504,Strategy|SQL|Agile|Leadership|Stakeholder Management,44
JP004471,2022-06-06,Germany,Munich,Manufacturing,Data Analyst,Data Analyst,Senior (5+yr),On-site,Fixed-term,English OK,83883,101451,Excel|SQL|SAP,66
JP004472,2022-06-06,Germany,Stuttgart,Automotive,Data Analyst,Junior Data Analyst,Senior (5+yr),Remote,Fixed-term,German Required,83399,116696,Power BI|Tableau|Confluence|SAP|Jira,25
JP004473,2022-06-06,Germany,Berlin,Energy,Data Engineer,Pipeline Engineer,Junior (0-2yr),Hybrid,Freelance,German Required,37832,42892,Databricks|Azure|Kafka|SQL|Docker,37
JP004474,2022-06-06,Switzerland,Zurich,Consulting,Data Analyst,Junior Data Analyst,Junior (0-2yr),On-site,Permanent,German Required,35408,49960,Excel|SQL|Python|Confluence|SAP,37
JP004475,2022-06-06,Germany,Leipzig,Logistics,Data Engineer,Pipeline Engineer,Senior (5+yr),Hybrid,Permanent,English OK,75683,93527,Docker|Kafka|Spark|Python|Airflow|Databricks,42
JP004476,2022-06-06,Germany,Munich,Healthcare,BI Developer,Reporting Developer,Mid (2-5yr),Hybrid,Fixed-term,German Required,55740,66461,Tableau|Excel|Looker|SAP BI|Power BI|SQL,57
JP004477,2022-06-06,Germany,Hamburg,Finance & Banking,Data Scientist,ML Engineer,Mid (2-5yr),On-site,Fixed-term,German Required,59690,70203,Machine Learning|Statistics|SQL|Python,10
JP004478,2022-06-06,Germany,Nuremberg,Energy,Data Manager,Analytics Manager,Mid (2-5yr),Hybrid,Freelance,German Required,55596,72241,Excel|Stakeholder Management|SQL|Leadership|Power BI,60
JP004479,2022-06-06,Germany,Munich,Healthcare,Data Scientist,Quantitative Analyst,Junior (0-2yr),Remote,Permanent,English OK,33481,49000,SQL|R|Azure ML|TensorFlow|Scikit-Learn|Python,62
JP004480,2022-06-06,Germany,Berlin,Automotive,Data Scientist,AI Analyst,Junior (0-2yr),Remote,Permanent,English OK,35798,38099,Machine Learning|R|Scikit-Learn|Azure ML|Statistics,21
JP004481,2022-06-06,Germany,Hamburg,Manufacturing,Data Engineer,Big Data Engineer,Mid (2-5yr),On-site,Permanent,English OK,57433,62333,Python|Kafka|dbt,45
JP004482,2022-06-06,Germany,Munich,Media,Data Scientist,Research Analyst,Mid (2-5yr),Remote,Fixed-term,German Required,56150,64649,SQL|Azure ML|Scikit-Learn|Machine Learning|Statistics|Python,62
JP004483,2022-06-06,Switzerland,Lausanne,Finance & Banking,Data Scientist,AI Analyst,Senior (5+yr),Hybrid,Permanent,German Required,91994,102925,Scikit-Learn|Statistics|Azure ML,51
JP004484,2022-06-06,Austria,Innsbruck,Manufacturing,Data Engineer,Big Data Engineer,Senior (5+yr),On-site,Freelance,German Required,83984,119853,SQL|Databricks|dbt|Airflow|Python,58
JP004485,2022-06-06,Switzerland,Geneva,Consulting,Data Engineer,Pipeline Engineer,Senior (5+yr),Hybrid,Permanent,German Required,85671,86985,Spark|Docker|Python|SQL,88
JP004486,2022-06-06,Switzerland,Bern,Media,Data Scientist,Research Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,58397,65139,TensorFlow|Scikit-Learn|SQL|R,60
JP004487,2022-06-06,Germany,Stuttgart,Technology,Data Analyst,Business Analyst,Mid (2-5yr),Hybrid,Freelance,German Required,57800,62883,SAP|Python|Tableau|Jira|Excel,59
JP004488,2022-06-06,Austria,Innsbruck,Logistics,Data Scientist,AI Analyst,Mid (2-5yr),Hybrid,Fixed-term,German Required,53792,69589,SQL|Scikit-Learn|Machine Learning,85
JP004489,2022-06-06,Switzerland,Zurich,Media,BI Developer,Tableau Developer,Mid (2-5yr),Hybrid,Permanent,German Required,59774,64076,Tableau|SSRS|Power BI|SQL,62
JP004490,2022-06-06,Germany,Berlin,Healthcare,Data Analyst,Business Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,51057,66417,Power BI|SQL|Excel,63
JP004491,2022-06-06,Germany,Dresden,Automotive,Data Manager,Chief Data Officer,Mid (2-5yr),Hybrid,Fixed-term,German Required,56991,63577,Strategy|Power BI|Agile|SQL|Leadership,68
JP004492,2022-06-06,Germany,Nuremberg,Healthcare,Data Manager,Chief Data Officer,Junior (0-2yr),Remote,Permanent,English OK,37423,40268,Power BI|Agile|SQL,46
JP004493,2022-06-06,Germany,Frankfurt,Media,Data Analyst,Business Analyst,Junior (0-2yr),On-site,Permanent,English OK,39687,42325,Power BI|Jira|SQL,43
JP004494,2022-06-06,Switzerland,Geneva,Energy,Data Engineer,Pipeline Engineer,Junior (0-2yr),On-site,Fixed-term,German Required,37963,44614,dbt|Docker|Spark,28
JP004495,2022-06-06,Germany,Nuremberg,Logistics,Data Analyst,Data Analyst,Senior (5+yr),Hybrid,Permanent,German Required,84669,97139,SAP|Jira|Python,29
JP004496,2022-06-06,Germany,Stuttgart,Media,Data Analyst,Business Analyst,Junior (0-2yr),Remote,Freelance,English OK,34738,48829,Power BI|Confluence|Python|Jira|SAP,29
JP004497,2022-06-06,Switzerland,Geneva,Media,Data Engineer,ETL Developer,Junior (0-2yr),Remote,Permanent,German Required,34540,37291,Azure|Airflow|dbt|Docker|SQL,69
JP004498,2022-06-06,Germany,Stuttgart,E-Commerce,Data Manager,BI Manager,Senior (5+yr),Hybrid,Permanent,German Required,90521,116968,SQL|Strategy|Agile|Power BI|Stakeholder Management,35
JP004499,2022-06-06,Germany,Munich,Energy,Data Scientist,Data Scientist,Mid (2-5yr),Hybrid,Fixed-term,German Required,52778,72906,Scikit-Learn|Azure ML|Machine Learning,74
JP004500,2022-06-06,Austria,Graz,Automotive,Data Analyst,BI Analyst,Mid (2-5yr),On-site,Permanent,German Required,59134,62049,Excel|SQL|Confluence,45
JP004501,2022-06-06,Switzerland,Basel,E-Commerce,Data Analyst,BI Analyst,Junior (0-2yr),Hybrid,Permanent,English OK,37235,44212,Confluence|SQL|Python|Excel|Tableau,60
JP004502,2022-06-06,Germany,Düsseldorf,Healthcare,Data Scientist,AI Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,60736,71143,Python|TensorFlow|Statistics|Azure ML,52
JP004503,2022-06-06,Austria,Graz,Energy,BI Developer,BI Developer,Senior (5+yr),Hybrid,Fixed-term,German Required,95443,97119,Power BI|SQL|Excel|SAP BI|Tableau,49
JP004504,2022-06-06,Germany,Cologne,Energy,Data Analyst,BI Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,32276,34043,SAP|Tableau|Jira,48
JP004505,2022-06-06,Germany,Munich,Healthcare,Data Engineer,Big Data Engineer,Senior (5+yr),Hybrid,Freelance,German Required,91874,113469,Kafka|Azure|SQL,85
JP004506,2022-06-06,Germany,Dresden,E-Commerce,Data Scientist,Quantitative Analyst,Senior (5+yr),Hybrid,Permanent,German Required,79796,117098,Azure ML|Python|TensorFlow|SQL|Machine Learning,40
JP004507,2022-06-06,Germany,Frankfurt,Healthcare,Data Scientist,AI Analyst,Senior (5+yr),Hybrid,Freelance,English OK,95296,117259,Statistics|Machine Learning|Scikit-Learn|Python|R|SQL,18
JP004508,2022-06-06,Germany,Munich,Consulting,Data Engineer,Data Engineer,Senior (5+yr),Hybrid,Permanent,English OK,90831,109094,Docker|Databricks|Python|Azure|Airflow|dbt,62
JP004509,2022-06-06,Germany,Frankfurt,Technology,Data Manager,Head of Data,Mid (2-5yr),Hybrid,Permanent,German Required,62489,70031,Power BI|Agile|SQL|Excel|Stakeholder Management,16
JP004510,2022-06-06,Germany,Düsseldorf,Logistics,Data Engineer,Pipeline Engineer,Senior (5+yr),Hybrid,Freelance,German Required,86825,89437,dbt|Python|Spark|Docker|Kafka|Airflow,62
JP004511,2022-06-06,Austria,Graz,Energy,Data Scientist,Data Scientist,Junior (0-2yr),Hybrid,Permanent,German Required,32073,44428,TensorFlow|R|Python|Statistics|Machine Learning,64
JP004512,2022-06-06,Germany,Stuttgart,Automotive,Data Scientist,Quantitative Analyst,Mid (2-5yr),Hybrid,Fixed-term,English OK,51901,62100,Scikit-Learn|Machine Learning|SQL|R,30
JP004513,2022-06-06,Germany,Düsseldorf,Healthcare,Data Analyst,Business Analyst,Senior (5+yr),Hybrid,Permanent,German Required,91745,92705,Tableau|Python|Excel|Power BI|SQL|SAP,78
JP004514,2022-06-06,Germany,Hamburg,Finance & Banking,Data Engineer,Pipeline Engineer,Junior (0-2yr),Hybrid,Permanent,German Required,38181,49014,Python|Databricks|Spark,39
JP004515,2022-06-06,Switzerland,Bern,Energy,Data Manager,Analytics Manager,Junior (0-2yr),Hybrid,Permanent,German Required,33477,34630,Strategy|Stakeholder Management|Agile|Power BI|SQL,44
JP004516,2022-06-06,Austria,Salzburg,Healthcare,Data Manager,Chief Data Officer,Junior (0-2yr),Hybrid,Freelance,German Required,36928,42533,Strategy|Stakeholder Management|Power BI|SQL|Agile,68
JP004517,2022-06-07,Germany,Leipzig,Manufacturing,Data Analyst,Reporting Analyst,Mid (2-5yr),On-site,Permanent,German Required,52575,66697,Excel|SAP|Tableau,23
JP004518,2022-06-07,Germany,Berlin,Automotive,Data Scientist,AI Analyst,Senior (5+yr),Remote,Fixed-term,German Required,88580,90878,Python|Azure ML|R|Scikit-Learn|TensorFlow|SQL,85
JP004519,2022-06-07,Germany,Hamburg,Automotive,Data Manager,Data Manager,Mid (2-5yr),Hybrid,Freelance,German Required,61286,64800,Strategy|Leadership|Agile|Excel,59
JP004520,2022-06-07,Germany,Düsseldorf,Media,Data Manager,Data Manager,Junior (0-2yr),On-site,Freelance,English OK,34389,36158,Excel|Agile|Power BI|Strategy|SQL|Leadership,44
JP004521,2022-06-07,Germany,Hamburg,Finance & Banking,Data Analyst,BI Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,50862,73882,Confluence|Tableau|Python,17
JP004522,2022-06-07,Germany,Nuremberg,Media,Data Scientist,Data Scientist,Mid (2-5yr),On-site,Permanent,German Required,53249,69410,R|Python|TensorFlow|SQL|Machine Learning|Azure ML,79
JP004523,2022-06-07,Austria,Vienna,Energy,Data Scientist,Quantitative Analyst,Mid (2-5yr),Hybrid,Freelance,German Required,56680,60275,Azure ML|SQL|Machine Learning|Python|Statistics,66
JP004524,2022-06-07,Germany,Berlin,Finance & Banking,Data Manager,BI Manager,Mid (2-5yr),Remote,Permanent,English OK,58797,74123,Excel|Agile|Strategy|Stakeholder Management|Power BI|Leadership,64
JP004525,2022-06-07,Germany,Nuremberg,Healthcare,Data Manager,BI Manager,Junior (0-2yr),Hybrid,Fixed-term,English OK,40833,43457,Strategy|Agile|SQL|Excel|Power BI|Leadership,75
JP004526,2022-06-07,Germany,Berlin,Manufacturing,BI Developer,BI Developer,Mid (2-5yr),Remote,Permanent,English OK,62044,74929,Power BI|SSRS|SAP BI|SQL|DAX|Excel,39
JP004527,2022-06-07,Germany,Munich,Technology,BI Developer,Reporting Developer,Senior (5+yr),Hybrid,Permanent,German Required,79833,90554,Looker|SQL|SAP BI,15
JP004528,2022-06-07,Germany,Dresden,Automotive,BI Developer,BI Consultant,Senior (5+yr),Hybrid,Permanent,English OK,77819,117926,Excel|SAP BI|DAX|Looker|SSRS|Power BI,15
JP004529,2022-06-07,Switzerland,Zurich,Technology,Data Scientist,AI Analyst,Senior (5+yr),Hybrid,Permanent,German Required,88704,89207,Machine Learning|SQL|Statistics|TensorFlow|Python|Scikit-Learn,13
JP004530,2022-06-07,Germany,Berlin,Media,Data Analyst,Business Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,35077,35901,Tableau|SAP|Jira,86
JP004531,2022-06-07,Germany,Nuremberg,Media,Data Scientist,ML Engineer,Mid (2-5yr),Hybrid,Permanent,English OK,54079,69393,Python|R|Machine Learning|TensorFlow|Statistics|SQL,47
JP004532,2022-06-07,Austria,Innsbruck,Technology,BI Developer,Tableau Developer,Mid (2-5yr),Hybrid,Fixed-term,German Required,60855,62101,DAX|Excel|SQL|Power BI|SAP BI|Looker,33
JP004533,2022-06-07,Germany,Dresden,Consulting,Data Engineer,ETL Developer,Mid (2-5yr),Hybrid,Permanent,German Required,59066,71072,Spark|Databricks|dbt|Kafka|Docker,23
JP004534,2022-06-07,Germany,Munich,E-Commerce,Data Analyst,Data Analyst,Senior (5+yr),Hybrid,Permanent,German Required,77150,90190,SAP|Tableau|Jira,56
JP004535,2022-06-07,Germany,Berlin,E-Commerce,Data Scientist,ML Engineer,Senior (5+yr),Remote,Permanent,German Required,83764,108986,Statistics|Scikit-Learn|SQL|TensorFlow,63
JP004536,2022-06-07,Germany,Cologne,Manufacturing,Data Scientist,Data Scientist,Senior (5+yr),On-site,Freelance,German Required,85697,114161,R|TensorFlow|SQL|Scikit-Learn,21
JP004537,2022-06-07,Germany,Dresden,Healthcare,Data Scientist,Quantitative Analyst,Senior (5+yr),Hybrid,Freelance,German Required,85726,116235,Python|Machine Learning|R,47
JP004538,2022-06-07,Germany,Cologne,Technology,Data Engineer,Data Platform Engineer,Junior (0-2yr),Hybrid,Freelance,German Required,36661,38094,Airflow|Kafka|Spark|Databricks,23
JP004539,2022-06-07,Germany,Nuremberg,Automotive,Data Scientist,AI Analyst,Senior (5+yr),On-site,Permanent,English OK,85795,104562,Statistics|TensorFlow|Scikit-Learn|Python,86
JP004540,2022-06-07,Germany,Frankfurt,Healthcare,BI Developer,Power BI Developer,Senior (5+yr),On-site,Permanent,English OK,88725,104368,SQL|SAP BI|Tableau|Excel,40
JP004541,2022-06-07,Austria,Vienna,Finance & Banking,Data Analyst,Business Analyst,Senior (5+yr),Hybrid,Permanent,German Required,91681,117904,Python|SQL|Power BI|Tableau|Confluence,85
JP004542,2022-06-07,Germany,Dresden,Manufacturing,Data Analyst,Business Analyst,Senior (5+yr),Remote,Permanent,German Required,96708,112761,Tableau|SAP|SQL|Python|Confluence|Jira,21
JP004543,2022-06-07,Germany,Berlin,E-Commerce,BI Developer,BI Consultant,Junior (0-2yr),Hybrid,Freelance,German Required,32570,42013,SQL|Power BI|Looker|SSRS,55
JP004544,2022-06-07,Austria,Graz,Automotive,Data Manager,Data Manager,Senior (5+yr),Remote,Permanent,German Required,93442,96857,Excel|Power BI|Agile,87
JP004545,2022-06-07,Austria,Salzburg,Technology,BI Developer,Power BI Developer,Mid (2-5yr),Remote,Freelance,German Required,59795,62619,SQL|Looker|SAP BI|Excel,39
JP004546,2022-06-07,Austria,Innsbruck,E-Commerce,Data Manager,Chief Data Officer,Mid (2-5yr),Hybrid,Permanent,German Required,60620,68213,Leadership|Strategy|Excel|Power BI|Agile|Stakeholder Management,15
JP004547,2022-06-07,Germany,Stuttgart,Energy,Data Scientist,AI Analyst,Senior (5+yr),Hybrid,Fixed-term,German Required,96834,108600,SQL|R|Machine Learning|Scikit-Learn,56
JP004548,2022-06-07,Germany,Munich,Manufacturing,Data Scientist,AI Analyst,Mid (2-5yr),Hybrid,Fixed-term,German Required,62144,63936,R|TensorFlow|Scikit-Learn,74
JP004549,2022-06-07,Germany,Leipzig,Technology,BI Developer,Reporting Developer,Senior (5+yr),On-site,Fixed-term,English OK,83941,115084,Looker|SSRS|SQL|SAP BI,51
JP004550,2022-06-07,Germany,Cologne,E-Commerce,BI Developer,Reporting Developer,Junior (0-2yr),Hybrid,Permanent,German Required,37227,43456,Tableau|Looker|SQL|Power BI|Excel|SAP BI,53
JP004551,2022-06-07,Germany,Munich,Consulting,BI Developer,BI Developer,Senior (5+yr),Hybrid,Permanent,German Required,76409,81466,Power BI|SQL|SSRS|DAX|SAP BI|Tableau,18
JP004552,2022-06-07,Germany,Nuremberg,E-Commerce,Data Analyst,Junior Data Analyst,Junior (0-2yr),On-site,Permanent,German Required,39367,47549,SQL|Power BI|Python,39
JP004553,2022-06-07,Germany,Munich,Finance & Banking,Data Scientist,Research Analyst,Mid (2-5yr),Remote,Freelance,German Required,58976,59254,R|Machine Learning|Statistics,82
JP004554,2022-06-07,Germany,Cologne,Consulting,BI Developer,Reporting Developer,Senior (5+yr),On-site,Freelance,German Required,88365,105122,Power BI|SSRS|SQL|SAP BI|Tableau,31
JP004555,2022-06-07,Germany,Cologne,Automotive,BI Developer,Reporting Developer,Junior (0-2yr),Hybrid,Permanent,German Required,34487,47920,Tableau|SSRS|Looker,82
JP004556,2022-06-07,Germany,Stuttgart,Consulting,Data Engineer,Data Platform Engineer,Junior (0-2yr),Hybrid,Permanent,German Required,33086,45034,Databricks|Azure|SQL|Docker,60
JP004557,2022-06-07,Germany,Dresden,Consulting,BI Developer,BI Developer,Mid (2-5yr),On-site,Fixed-term,German Required,59227,72311,SAP BI|Power BI|DAX|Excel|Looker|SSRS,76
JP004558,2022-06-07,Germany,Stuttgart,Finance & Banking,Data Scientist,Data Scientist,Junior (0-2yr),Hybrid,Permanent,English OK,39728,47487,TensorFlow|Machine Learning|SQL|Azure ML|R|Scikit-Learn,35
JP004559,2022-06-07,Germany,Düsseldorf,Technology,BI Developer,BI Consultant,Junior (0-2yr),Hybrid,Permanent,German Required,33426,42620,Power BI|DAX|Tableau|SQL,81
JP004560,2022-06-07,Austria,Salzburg,Healthcare,Data Scientist,AI Analyst,Senior (5+yr),On-site,Freelance,German Required,96691,116872,Azure ML|Machine Learning|SQL|Scikit-Learn|Python|TensorFlow,73
JP004561,2022-06-07,Germany,Munich,Technology,Data Analyst,Business Analyst,Senior (5+yr),Hybrid,Freelance,German Required,85126,92800,Tableau|Excel|Confluence|Power BI|Jira,62
JP004562,2022-06-07,Switzerland,Lausanne,Healthcare,Data Engineer,ETL Developer,Mid (2-5yr),On-site,Permanent,English OK,52399,66026,Spark|Azure|Kafka,35
JP004563,2022-06-07,Germany,Leipzig,Logistics,Data Manager,Analytics Manager,Junior (0-2yr),Hybrid,Permanent,German Required,34244,39260,SQL|Strategy|Leadership|Power BI|Agile|Stakeholder Management,17
JP004564,2022-06-07,Germany,Cologne,Media,Data Engineer,ETL Developer,Junior (0-2yr),Hybrid,Fixed-term,English OK,37761,44313,dbt|SQL|Docker,53
JP004565,2022-06-07,Germany,Frankfurt,Energy,Data Manager,Data Manager,Junior (0-2yr),On-site,Permanent,German Required,36657,43174,Power BI|Strategy|Leadership,42
JP004566,2022-06-07,Germany,Leipzig,Healthcare,Data Analyst,Junior Data Analyst,Junior (0-2yr),Hybrid,Fixed-term,German Required,38721,47233,Python|SAP|Excel,9
JP004567,2022-06-07,Austria,Linz,E-Commerce,BI Developer,Reporting Developer,Junior (0-2yr),Hybrid,Permanent,German Required,38016,48373,Tableau|SQL|Power BI|DAX|SSRS,63
